Row ID,Order ID,Order Date,Dispatch Date,Delivery Mode,Customer ID,Customer Name,Segment,City,State/Province,Country/Region,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
306,ES-2021-2028016,12/2/2021,12/4/2021,Second Class,SP-20620,Stefania Perrino,Corporate,Cerignola,Apulia,Italy,South,OFF-BI-10004220,Office Supplies,Binders,"Cardinal 3-Hole Punch, Recycled",204.12,7,0,59.01
307,ES-2021-2028016,12/2/2021,12/4/2021,Second Class,SP-20620,Stefania Perrino,Corporate,Cerignola,Apulia,Italy,South,OFF-AR-10000452,Office Supplies,Art,"Boston Pencil Sharpener, Fluorescent",28.95,1,0,4.05
332,ES-2020-1307059,10/28/2020,11/1/2020,Standard Class,JH-16180,Justin Hirsh,Consumer,Naples,Campania,Italy,South,OFF-BI-10004328,Office Supplies,Binders,"Wilson Jones Binding Machine, Economy",244.8,5,0,88.05
333,ES-2020-1307059,10/28/2020,11/1/2020,Standard Class,JH-16180,Justin Hirsh,Consumer,Naples,Campania,Italy,South,FUR-BO-10004119,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",1362.72,8,0,81.6
334,ES-2020-1307059,10/28/2020,11/1/2020,Standard Class,JH-16180,Justin Hirsh,Consumer,Naples,Campania,Italy,South,OFF-LA-10001184,Office Supplies,Labels,"Novimex Legal Exhibit Labels, 5000 Label Set",21.72,2,0,2.82
335,ES-2020-1307059,10/28/2020,11/1/2020,Standard Class,JH-16180,Justin Hirsh,Consumer,Naples,Campania,Italy,South,OFF-EN-10003933,Office Supplies,Envelopes,"Kraft Manila Envelope, Security-Tint",173.34,6,0,13.86
348,IT-2022-2674196,9/10/2022,9/13/2022,First Class,JF-15565,Jill Fjeld,Consumer,Milan,Lombardy,Italy,South,OFF-ST-10004996,Office Supplies,Storage,"Tenex Trays, Blue",130.104,4,0.4,-41.256
349,IT-2022-2674196,9/10/2022,9/13/2022,First Class,JF-15565,Jill Fjeld,Consumer,Milan,Lombardy,Italy,South,OFF-ST-10004035,Office Supplies,Storage,"Rogers Box, Wire Frame",55.296,4,0.4,-25.824
350,IT-2022-2674196,9/10/2022,9/13/2022,First Class,JF-15565,Jill Fjeld,Consumer,Milan,Lombardy,Italy,South,OFF-PA-10002941,Office Supplies,Paper,"Green Bar Computer Printout Paper, Premium",29.76,1,0,12.78
355,ES-2022-5547121,12/18/2022,12/21/2022,First Class,JF-15355,Jay Fein,Consumer,Trapani,Sicily,Italy,South,TEC-PH-10004707,Technology,Phones,"Samsung Signal Booster, Cordless",250.992,3,0.4,4.122
356,ES-2022-5547121,12/18/2022,12/21/2022,First Class,JF-15355,Jay Fein,Consumer,Trapani,Sicily,Italy,South,OFF-ST-10002905,Office Supplies,Storage,"Rogers Box, Single Width",43.2,3,0.4,-20.16
357,ES-2022-5547121,12/18/2022,12/21/2022,First Class,JF-15355,Jay Fein,Consumer,Trapani,Sicily,Italy,South,OFF-ST-10000695,Office Supplies,Storage,"Rogers Lockers, Wire Frame",632.07,5,0.4,-158.13
358,ES-2022-5547121,12/18/2022,12/21/2022,First Class,JF-15355,Jay Fein,Consumer,Trapani,Sicily,Italy,South,OFF-ST-10003956,Office Supplies,Storage,"Rogers Trays, Single Width",185.13,5,0.4,-101.97
386,IT-2022-3734233,8/26/2022,8/30/2022,Standard Class,CS-12490,Cindy Schnelling,Corporate,Castellammare di Stabia,Campania,Italy,South,FUR-CH-10000966,Furniture,Chairs,"Harbour Creations Chairmat, Set of Two",29.7,1,0.6,-34.92
404,ES-2019-5496709,9/10/2019,9/17/2019,Standard Class,CD-12790,Cynthia Delaney,Home Office,Rome,Lazio,Italy,South,OFF-FA-10000834,Office Supplies,Fasteners,"Advantus Staples, Assorted Sizes",16.62,2,0,6.96
446,ES-2019-2945927,9/22/2019,9/24/2019,First Class,PC-18745,Pamela Coakley,Corporate,Bolzano,Trentino-Alto Adige,Italy,South,OFF-AR-10003113,Office Supplies,Art,"Binney & Smith Pens, Blue",35.82,3,0,15.03
495,ES-2022-3909772,1/14/2022,1/19/2022,Second Class,JB-15400,Jennifer Braxton,Corporate,Taranto,Apulia,Italy,South,OFF-BI-10002799,Office Supplies,Binders,"Cardinal Binder Covers, Clear",34.38,3,0,8.91
520,IT-2020-5367645,7/24/2020,7/31/2020,Standard Class,SC-20725,Steven Cartwright,Consumer,Cerignola,Apulia,Italy,South,OFF-ST-10000872,Office Supplies,Storage,"Fellowes File Cart, Single Width",412.02,5,0.4,-274.68
521,IT-2020-5367645,7/24/2020,7/31/2020,Standard Class,SC-20725,Steven Cartwright,Consumer,Cerignola,Apulia,Italy,South,OFF-ST-10001648,Office Supplies,Storage,"Tenex Shelving, Blue",98.388,3,0.4,-57.402
522,IT-2020-5367645,7/24/2020,7/31/2020,Standard Class,SC-20725,Steven Cartwright,Consumer,Cerignola,Apulia,Italy,South,OFF-AR-10001546,Office Supplies,Art,"Binney & Smith Sketch Pad, Easy-Erase",93.18,2,0,13.92
551,ES-2021-2934598,7/12/2021,7/16/2021,Standard Class,CC-12100,Chad Cunningham,Home Office,Rome,Lazio,Italy,South,OFF-LA-10004744,Office Supplies,Labels,"Smead Shipping Labels, Alphabetical",68.58,6,0,16.38
552,ES-2021-2934598,7/12/2021,7/16/2021,Standard Class,CC-12100,Chad Cunningham,Home Office,Rome,Lazio,Italy,South,TEC-CO-10002872,Technology,Copiers,"Canon Ink, Color",297.18,2,0,56.46
553,ES-2021-2934598,7/12/2021,7/16/2021,Standard Class,CC-12100,Chad Cunningham,Home Office,Rome,Lazio,Italy,South,OFF-ST-10002566,Office Supplies,Storage,"Tenex Lockers, Wire Frame",487.728,4,0.4,-73.272
554,ES-2021-2934598,7/12/2021,7/16/2021,Standard Class,CC-12100,Chad Cunningham,Home Office,Rome,Lazio,Italy,South,OFF-AR-10001002,Office Supplies,Art,"BIC Sketch Pad, Fluorescent",499.2,10,0,164.7
555,ES-2021-2934598,7/12/2021,7/16/2021,Standard Class,CC-12100,Chad Cunningham,Home Office,Rome,Lazio,Italy,South,OFF-SU-10003115,Office Supplies,Supplies,"Acme Scissors, Serrated",88.56,4,0,5.28
556,ES-2021-2934598,7/12/2021,7/16/2021,Standard Class,CC-12100,Chad Cunningham,Home Office,Rome,Lazio,Italy,South,OFF-AR-10000491,Office Supplies,Art,"Binney & Smith Pens, Water Color",30.24,2,0,10.86
557,ES-2021-2934598,7/12/2021,7/16/2021,Standard Class,CC-12100,Chad Cunningham,Home Office,Rome,Lazio,Italy,South,TEC-CO-10004365,Technology,Copiers,"HP Wireless Fax, Color",723.3,2,0,7.2
558,ES-2021-2934598,7/12/2021,7/16/2021,Standard Class,CC-12100,Chad Cunningham,Home Office,Rome,Lazio,Italy,South,OFF-BI-10000329,Office Supplies,Binders,"Acco Binder, Durable",133.2,8,0,37.2
560,ES-2021-3327575,5/18/2021,5/24/2021,Standard Class,JL-15835,John Lee,Consumer,Messina,Sicily,Italy,South,OFF-ST-10001426,Office Supplies,Storage,"Eldon Folders, Single Width",20.412,2,0.4,2.352
595,ES-2020-1177332,1/10/2020,1/16/2020,Standard Class,JL-15235,Janet Lee,Consumer,Verona,Veneto,Italy,South,OFF-PA-10003884,Office Supplies,Paper,"Eaton Message Books, Multicolor",43.98,2,0,20.22
596,ES-2020-1177332,1/10/2020,1/16/2020,Standard Class,JL-15235,Janet Lee,Consumer,Verona,Veneto,Italy,South,OFF-PA-10004160,Office Supplies,Paper,"SanDisk Note Cards, Premium",59.64,2,0,17.88
597,ES-2020-1177332,1/10/2020,1/16/2020,Standard Class,JL-15235,Janet Lee,Consumer,Verona,Veneto,Italy,South,FUR-BO-10004119,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",1022.04,6,0,61.2
598,ES-2020-1177332,1/10/2020,1/16/2020,Standard Class,JL-15235,Janet Lee,Consumer,Verona,Veneto,Italy,South,OFF-ST-10004377,Office Supplies,Storage,"Rogers File Cart, Single Width",169.956,2,0.4,-39.684
611,IT-2020-1819598,2/23/2020,3/1/2020,Standard Class,NF-18595,Nicole Fjeld,Home Office,Sassari,Sardinia,Italy,South,TEC-MA-10001139,Technology,Machines,"Okidata Receipt Printer, Wireless",147.492,2,0.4,-31.968
636,ES-2020-5343508,8/28/2020,8/29/2020,First Class,HW-14935,Helen Wasserman,Corporate,Rome,Lazio,Italy,South,OFF-BI-10003705,Office Supplies,Binders,"Wilson Jones Binding Machine, Recycled",49.32,1,0,5.4
640,ES-2021-5014054,5/21/2021,5/25/2021,Standard Class,SC-20845,Sung Chung,Consumer,Florence,Tuscany,Italy,South,OFF-EN-10003936,Office Supplies,Envelopes,"Cameo Peel and Seal, with clear poly window",49.08,2,0,21.54
645,ES-2020-4620972,12/21/2020,12/25/2020,Standard Class,AR-10570,Anemone Ratner,Consumer,Ravenna,Emilia-Romagna,Italy,South,TEC-CO-10004078,Technology,Copiers,"Sharp Fax Machine, Laser",1478.25,5,0,132.9
647,ES-2019-4028861,11/4/2019,11/9/2019,Second Class,SC-20380,Shahid Collister,Consumer,Pozzuoli,Campania,Italy,South,OFF-FA-10003836,Office Supplies,Fasteners,"Stockwell Rubber Bands, 12 Pack",15.96,1,0,1.59
650,ES-2019-1708225,3/4/2019,3/10/2019,Standard Class,DP-13165,David Philippe,Consumer,Rimini,Emilia-Romagna,Italy,South,OFF-FA-10004899,Office Supplies,Fasteners,"OIC Clamps, 12 Pack",57.6,3,0,28.8
689,ES-2021-4398455,9/9/2021,9/14/2021,Standard Class,PO-18865,Patrick O'Donnell,Consumer,Catania,Sicily,Italy,South,OFF-AR-10004825,Office Supplies,Art,"BIC Canvas, Fluorescent",109.92,2,0,38.46
690,ES-2021-4398455,9/9/2021,9/14/2021,Standard Class,PO-18865,Patrick O'Donnell,Consumer,Catania,Sicily,Italy,South,OFF-AP-10000864,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Black",1998.24,4,0,359.64
691,ES-2021-3724793,8/13/2021,8/18/2021,Standard Class,NR-18550,Nick Radford,Consumer,Monza,Lombardy,Italy,South,TEC-CO-10000011,Technology,Copiers,"HP Personal Copier, High-Speed",244.98,2,0,63.66
692,ES-2021-3724793,8/13/2021,8/18/2021,Standard Class,NR-18550,Nick Radford,Consumer,Monza,Lombardy,Italy,South,FUR-BO-10002936,Furniture,Bookcases,"Ikea Stackable Bookrack, Pine",123.93,1,0,61.95
699,ES-2022-5651770,4/24/2022,4/29/2022,Standard Class,TB-21520,Tracy Blumstein,Consumer,Rome,Lazio,Italy,South,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",53.4,2,0,14.94
741,ES-2020-3492146,7/18/2020,7/22/2020,Standard Class,RK-19300,Ralph Kennedy,Consumer,Rome,Lazio,Italy,South,OFF-PA-10004923,Office Supplies,Paper,"Xerox Memo Slips, Multicolor",59.76,4,0,1.68
742,ES-2020-3492146,7/18/2020,7/22/2020,Standard Class,RK-19300,Ralph Kennedy,Consumer,Rome,Lazio,Italy,South,OFF-BI-10002894,Office Supplies,Binders,"Avery Binding Machine, Durable",50.34,1,0,3
743,ES-2020-3492146,7/18/2020,7/22/2020,Standard Class,RK-19300,Ralph Kennedy,Consumer,Rome,Lazio,Italy,South,FUR-BO-10003333,Furniture,Bookcases,"Sauder Stackable Bookrack, Traditional",292.56,2,0,43.86
761,IT-2020-5228062,12/11/2020,12/15/2020,Standard Class,DK-12985,Darren Koutras,Consumer,Fiumicino,Lazio,Italy,South,OFF-ST-10003322,Office Supplies,Storage,"Eldon Shelving, Wire Frame",56.988,2,0.4,-30.432
762,IT-2020-5228062,12/11/2020,12/15/2020,Standard Class,DK-12985,Darren Koutras,Consumer,Fiumicino,Lazio,Italy,South,OFF-AR-10004884,Office Supplies,Art,"Sanford Pens, Fluorescent",12.36,1,0,3.45
763,IT-2020-5228062,12/11/2020,12/15/2020,Standard Class,DK-12985,Darren Koutras,Consumer,Fiumicino,Lazio,Italy,South,OFF-BI-10003917,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Recycled",28.35,1,0,8.49
764,IT-2020-5228062,12/11/2020,12/15/2020,Standard Class,DK-12985,Darren Koutras,Consumer,Fiumicino,Lazio,Italy,South,OFF-PA-10000393,Office Supplies,Paper,"Xerox Memo Slips, 8.5 x 11",35.34,2,0,3.48
765,IT-2020-5228062,12/11/2020,12/15/2020,Standard Class,DK-12985,Darren Koutras,Consumer,Fiumicino,Lazio,Italy,South,OFF-AR-10002783,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",125.25,5,0,7.5
766,ES-2020-1944737,4/20/2020,4/25/2020,Second Class,RO-19780,Rose O'Brian,Consumer,Foggia,Apulia,Italy,South,OFF-AR-10000079,Office Supplies,Art,"Stanley Pencil Sharpener, Fluorescent",123.9,5,0,39.6
798,ES-2020-1473317,6/16/2020,6/22/2020,Standard Class,KB-16240,Karen Bern,Corporate,Aprilia,Lazio,Italy,South,OFF-PA-10004450,Office Supplies,Paper,"Xerox Cards & Envelopes, Recycled",134.64,3,0,43.02
799,ES-2020-1473317,6/16/2020,6/22/2020,Standard Class,KB-16240,Karen Bern,Corporate,Aprilia,Lazio,Italy,South,OFF-ST-10001646,Office Supplies,Storage,"Fellowes Box, Wire Frame",56.25,5,0.4,5.55
806,IT-2022-3322102,6/18/2022,6/24/2022,Standard Class,CR-12625,Corey Roper,Home Office,Cagliari,Sardinia,Italy,South,OFF-ST-10001576,Office Supplies,Storage,"Tenex Folders, Blue",27.864,2,0.4,-3.276
821,ES-2019-1589842,5/14/2019,5/16/2019,Second Class,AR-10825,Anthony Rawles,Corporate,Messina,Sicily,Italy,South,OFF-AR-10002454,Office Supplies,Art,"Binney & Smith Canvas, Water Color",109.08,2,0,52.32
822,ES-2019-1589842,5/14/2019,5/16/2019,Second Class,AR-10825,Anthony Rawles,Corporate,Messina,Sicily,Italy,South,TEC-AC-10000089,Technology,Accessories,"SanDisk Router, Bluetooth",1025.4,4,0,399.84
848,IT-2022-4194003,3/15/2022,3/19/2022,Second Class,LC-16960,Lindsay Castell,Home Office,Bari,Apulia,Italy,South,OFF-ST-10003446,Office Supplies,Storage,"Smead Trays, Single Width",58.212,2,0.4,-7.788
852,ES-2021-4866061,5/28/2021,5/31/2021,Second Class,CB-12025,Cassandra Brandow,Consumer,Milan,Lombardy,Italy,South,OFF-EN-10003177,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Recycled",228.6,5,0,75.3
885,IT-2019-3461936,10/4/2019,10/10/2019,Standard Class,AG-10900,Arthur Gainer,Consumer,Novara,Piedmont,Italy,South,OFF-ST-10004577,Office Supplies,Storage,"Tenex Shelving, Wire Frame",290.142,9,0.4,-135.648
886,IT-2019-3461936,10/4/2019,10/10/2019,Standard Class,AG-10900,Arthur Gainer,Consumer,Novara,Piedmont,Italy,South,OFF-LA-10002490,Office Supplies,Labels,"Hon Round Labels, Alphabetical",38.88,6,0,0.36
887,IT-2019-3461936,10/4/2019,10/10/2019,Standard Class,AG-10900,Arthur Gainer,Consumer,Novara,Piedmont,Italy,South,FUR-BO-10001621,Furniture,Bookcases,"Dania Stackable Bookrack, Traditional",242.1,2,0,101.64
888,IT-2019-3461936,10/4/2019,10/10/2019,Standard Class,AG-10900,Arthur Gainer,Consumer,Novara,Piedmont,Italy,South,OFF-BI-10001249,Office Supplies,Binders,"Acco Hole Reinforcements, Recycled",21.06,3,0,10.53
901,ES-2020-5188979,1/26/2020,1/27/2020,First Class,KH-16330,Katharine Harms,Corporate,Rome,Lazio,Italy,South,OFF-EN-10000274,Office Supplies,Envelopes,"Kraft Business Envelopes, Recycled",91.44,6,0,27.36
902,ES-2020-5188979,1/26/2020,1/27/2020,First Class,KH-16330,Katharine Harms,Corporate,Rome,Lazio,Italy,South,OFF-AR-10003066,Office Supplies,Art,"Sanford Markers, Water Color",132.15,5,0,11.85
904,ES-2022-1475385,12/12/2022,12/16/2022,Standard Class,NM-18520,Neoma Murray,Consumer,Ercolano,Campania,Italy,South,TEC-AC-10004317,Technology,Accessories,"SanDisk Numeric Keypad, USB",106.32,2,0,34.02
940,IT-2022-5062587,11/20/2022,11/27/2022,Standard Class,DN-13690,Duane Noonan,Consumer,Molfetta,Apulia,Italy,South,TEC-PH-10003513,Technology,Phones,"Nokia Speaker Phone, VoIP",147.888,2,0.4,-91.212
966,ES-2022-3404737,2/17/2022,2/21/2022,Standard Class,EH-13945,Eric Hoffmann,Consumer,Genoa,Liguria,Italy,South,OFF-BI-10000368,Office Supplies,Binders,"Avery Binder Covers, Durable",37.71,3,0,4.86
967,ES-2022-3404737,2/17/2022,2/21/2022,Standard Class,EH-13945,Eric Hoffmann,Consumer,Genoa,Liguria,Italy,South,OFF-SU-10001125,Office Supplies,Supplies,"Stiletto Letter Opener, High Speed",111.12,4,0,18.84
991,ES-2022-3079041,9/19/2022,9/25/2022,Standard Class,SC-20770,Stewart Carmichael,Corporate,Vicenza,Veneto,Italy,South,TEC-CO-10001192,Technology,Copiers,"HP Personal Copier, Digital",371.79,3,0,59.4
1010,ES-2019-5644297,8/12/2019,8/14/2019,First Class,GT-14755,Guy Thornton,Consumer,Bologna,Emilia-Romagna,Italy,South,OFF-BI-10000341,Office Supplies,Binders,"Ibico Binding Machine, Recycled",155.34,3,0,27.9
1011,ES-2019-5644297,8/12/2019,8/14/2019,First Class,GT-14755,Guy Thornton,Consumer,Bologna,Emilia-Romagna,Italy,South,OFF-AR-10003066,Office Supplies,Art,"Sanford Markers, Water Color",185.01,7,0,16.59
1035,ES-2020-2209297,5/24/2020,5/29/2020,Standard Class,RB-19570,Rob Beeghly,Consumer,Turin,Piedmont,Italy,South,OFF-AR-10002783,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",225.45,9,0,13.5
1036,ES-2020-2209297,5/24/2020,5/29/2020,Standard Class,RB-19570,Rob Beeghly,Consumer,Turin,Piedmont,Italy,South,OFF-AR-10001190,Office Supplies,Art,"Boston Canvas, Easy-Erase",323.46,6,0,74.34
1052,IT-2020-1201809,10/21/2020,10/24/2020,Second Class,RH-19555,Ritsa Hightower,Consumer,Moncalieri,Piedmont,Italy,South,FUR-TA-10002411,Furniture,Tables,"Hon Round Table, with Bottom Storage",773.865,3,0.5,-742.995
1053,IT-2020-1201809,10/21/2020,10/24/2020,Second Class,RH-19555,Ritsa Hightower,Consumer,Moncalieri,Piedmont,Italy,South,OFF-LA-10004487,Office Supplies,Labels,"Harbour Creations Shipping Labels, Alphabetical",45.12,4,0,8.04
1056,ES-2021-3657887,5/4/2021,5/10/2021,Standard Class,LE-16810,Laurel Elliston,Consumer,Novara,Piedmont,Italy,South,OFF-ST-10002159,Office Supplies,Storage,"Fellowes Lockers, Wire Frame",495.36,4,0.4,41.28
1057,ES-2021-3657887,5/4/2021,5/10/2021,Standard Class,LE-16810,Laurel Elliston,Consumer,Novara,Piedmont,Italy,South,OFF-AR-10000785,Office Supplies,Art,"BIC Sketch Pad, Water Color",51.84,1,0,7.77
1058,ES-2021-3657887,5/4/2021,5/10/2021,Standard Class,LE-16810,Laurel Elliston,Consumer,Novara,Piedmont,Italy,South,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",186.9,7,0,52.29
1061,ES-2020-5642589,9/15/2020,9/19/2020,Standard Class,KH-16510,Keith Herrera,Consumer,Sesto San Giovanni,Lombardy,Italy,South,OFF-AR-10001777,Office Supplies,Art,"Binney & Smith Sketch Pad, Water Color",247.5,5,0,81.6
1062,ES-2020-5642589,9/15/2020,9/19/2020,Standard Class,KH-16510,Keith Herrera,Consumer,Sesto San Giovanni,Lombardy,Italy,South,TEC-PH-10000070,Technology,Phones,"Nokia Headset, with Caller ID",87.732,2,0.4,-40.968
1063,ES-2020-5642589,9/15/2020,9/19/2020,Standard Class,KH-16510,Keith Herrera,Consumer,Sesto San Giovanni,Lombardy,Italy,South,OFF-BI-10003774,Office Supplies,Binders,"Cardinal 3-Hole Punch, Durable",181.8,6,0,83.52
1096,ES-2021-5495371,6/27/2021,7/1/2021,Standard Class,DW-13585,Dorothy Wardle,Corporate,Florence,Tuscany,Italy,South,OFF-AR-10003005,Office Supplies,Art,"Boston Markers, Fluorescent",82.89,3,0,12.42
1097,ES-2021-5495371,6/27/2021,7/1/2021,Standard Class,DW-13585,Dorothy Wardle,Corporate,Florence,Tuscany,Italy,South,OFF-BI-10003114,Office Supplies,Binders,"Ibico Hole Reinforcements, Economy",27.96,4,0,13.68
1098,ES-2021-5495371,6/27/2021,7/1/2021,Standard Class,DW-13585,Dorothy Wardle,Corporate,Florence,Tuscany,Italy,South,FUR-FU-10002539,Furniture,Furnishings,"Tenex Clock, Erganomic",244.35,5,0,109.95
1145,ES-2020-2390614,7/29/2020,8/3/2020,Standard Class,GH-14665,Greg Hansen,Consumer,Modena,Emilia-Romagna,Italy,South,OFF-EN-10003904,Office Supplies,Envelopes,"Jiffy Business Envelopes, Recycled",44.28,3,0,7.02
1150,ES-2019-2571502,8/16/2019,8/18/2019,Second Class,PG-18895,Paul Gonzalez,Consumer,Treviso,Veneto,Italy,South,OFF-ST-10004489,Office Supplies,Storage,"Smead Lockers, Single Width",238.14,2,0.4,19.8
1151,ES-2019-2571502,8/16/2019,8/18/2019,Second Class,PG-18895,Paul Gonzalez,Consumer,Treviso,Veneto,Italy,South,OFF-EN-10004649,Office Supplies,Envelopes,"Ames Mailers, Recycled",103.95,3,0,2.07
1159,ES-2020-1907253,11/30/2020,11/30/2020,Same Day,JL-15850,John Lucas,Consumer,Bolzano,Trentino-Alto Adige,Italy,South,OFF-PA-10002755,Office Supplies,Paper,"Xerox Computer Printout Paper, Multicolor",111,4,0,24.36
1161,ES-2020-5362507,11/10/2020,11/14/2020,Standard Class,WB-21850,William Brown,Consumer,Taranto,Apulia,Italy,South,OFF-EN-10003381,Office Supplies,Envelopes,"Cameo Manila Envelope, Security-Tint",147,5,0,72
1165,ES-2021-1138719,9/13/2021,9/18/2021,Standard Class,KN-16450,Kean Nguyen,Corporate,Rimini,Emilia-Romagna,Italy,South,OFF-PA-10002043,Office Supplies,Paper,"SanDisk Cards & Envelopes, 8.5 x 11",105.12,2,0,28.38
1166,ES-2021-1138719,9/13/2021,9/18/2021,Standard Class,KN-16450,Kean Nguyen,Corporate,Rimini,Emilia-Romagna,Italy,South,OFF-AR-10001462,Office Supplies,Art,"Stanley Highlighters, Fluorescent",63.84,4,0,23.52
1167,IT-2022-1471541,10/24/2022,10/26/2022,Second Class,KB-16315,Karl Braun,Consumer,Genoa,Liguria,Italy,South,TEC-PH-10004552,Technology,Phones,"Motorola Office Telephone, Full Size",350.64,8,0.4,-46.8
1168,IT-2022-1471541,10/24/2022,10/26/2022,Second Class,KB-16315,Karl Braun,Consumer,Genoa,Liguria,Italy,South,OFF-ST-10004489,Office Supplies,Storage,"Smead Lockers, Single Width",238.14,2,0.4,19.8
1187,ES-2019-1702658,10/1/2019,10/5/2019,Standard Class,RH-19510,Rick Huthwaite,Home Office,Pescara,Abruzzi,Italy,South,OFF-ST-10001974,Office Supplies,Storage,"Rogers File Cart, Industrial",84.96,1,0.4,-32.58
1297,IT-2020-2361211,6/13/2020,6/17/2020,Standard Class,BB-11545,Brenda Bowman,Corporate,Reggio nell'Emilia,Emilia-Romagna,Italy,South,OFF-ST-10004367,Office Supplies,Storage,"Rogers Trays, Blue",37.008,1,0.4,-6.192
1298,IT-2020-2361211,6/13/2020,6/17/2020,Standard Class,BB-11545,Brenda Bowman,Corporate,Reggio nell'Emilia,Emilia-Romagna,Italy,South,OFF-ST-10000624,Office Supplies,Storage,"Eldon File Cart, Single Width",154.044,2,0.4,7.644
1299,IT-2020-2361211,6/13/2020,6/17/2020,Standard Class,BB-11545,Brenda Bowman,Corporate,Reggio nell'Emilia,Emilia-Romagna,Italy,South,FUR-CH-10004536,Furniture,Chairs,"Novimex Bag Chairs, Set of Two",96.42,5,0.6,-86.88
1301,IT-2022-1332770,5/12/2022,5/17/2022,Standard Class,MC-18100,Mick Crebagga,Consumer,Verona,Veneto,Italy,South,TEC-PH-10001163,Technology,Phones,"Motorola Speaker Phone, Cordless",238.734,3,0.4,-139.266
